FREQ;Frekvens;INSTRUMENT_TYPE;Instrumenttype;TENOR;Løpetid;UNIT_MEASURE;Måleenhet;DECIMALS;COLLECTION;Innsamlingstidspunkt;TIME_PERIOD;OBS_VALUE;CALC_METHOD;Calculation Method
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-07-25;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-07-26;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-07-27;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-07-28;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-07-29;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-01;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-02;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-03;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-04;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-05;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-08;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-09;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-10;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-11;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-12;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-15;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-16;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-17;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-18;2,25;;
B;Virkedag;KPRA;Styringsrenten;OL;Døgnlånsrente;R;Rente;2;E;Slutten av dagen;2022-08-19;2,75;;
